tenure_days,team_size,monthly_spend_usd,logins_per_month,features_used,support_tickets_last_90d,days_since_last_login,nps_score,churned,nps_missing,tenure_months,is_annual_contract,engagement_score,spend_per_feature,tickets_per_month,login_bucket,recency_ratio,plan_rank,acquisition_channel_email,acquisition_channel_organic,acquisition_channel_paid search,acquisition_channel_referral,acquisition_channel_social,industry_education,industry_finance,industry_healthcare,industry_other,industry_retail,industry_saas,industry_unknown,support_tier_dedicated,support_tier_email,support_tier_priority,nps_bucket_detractor,nps_bucket_passive,nps_bucket_promoter
401,1.0,111.94,8,14,0,13,7.0,0,0,13.4,0,48.33,7.46,0.0,1,0.0323,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37,1.0,73.58,3,15,0,5,7.0,0,0,1.2,0,41.5,4.6,0.0,1,0.1316,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
708,2.0,111.3,6,10,2,6,4.0,0,0,23.6,0,33.0,10.12,0.667,1,0.0085,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
990,5.0,111.26,7,4,3,14,4.0,1,0,33.0,0,25.67,22.25,1.0,1,0.0141,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
301,2.0,31.5,14,7,0,42,9.0,0,0,10.0,1,51.83,3.94,0.0,2,0.1391,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1066,1.0,117.28,3,11,2,2,8.0,1,0,35.5,1,37.5,9.77,0.667,1,0.0019,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
821,25.0,0.0,4,3,2,0,9.0,0,0,27.4,0,29.17,0.0,0.667,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1347,5.0,93.66,6,5,1,2,9.0,0,0,44.9,1,35.5,15.61,0.333,1,0.0015,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1424,1.0,33.14,9,2,0,15,7.0,0,0,47.5,0,32.0,11.05,0.0,2,0.0105,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
56,5.0,92.75,12,12,0,2,5.0,0,0,1.9,0,48.0,7.13,0.0,2,0.0351,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
241,1.0,18.63,2,5,2,10,5.0,0,0,8.0,1,20.83,3.1,0.667,0,0.0413,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
445,10.0,121.99,4,7,0,10,10.0,0,0,14.8,1,37.17,15.25,0.0,1,0.0224,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
864,2.0,34.61,10,4,0,4,7.0,0,0,28.8,1,36.67,6.92,0.0,2,0.0046,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1208,1.0,86.08,14,11,4,0,2.0,1,0,40.3,0,43.83,7.17,1.333,2,0.0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1233,1.0,0.0,2,9,0,6,5.0,0,0,41.1,1,26.83,0.0,0.0,0,0.0049,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1096,2.0,0.0,6,4,1,2,9.0,0,0,36.5,1,34.0,0.0,0.333,1,0.0018,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
660,25.0,0.0,6,9,0,2,9.0,0,0,22.0,1,41.5,0.0,0.0,1,0.003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
418,1.0,0.0,9,12,0,8,9.0,0,0,13.9,1,51.0,0.0,0.0,2,0.0191,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
498,1.0,104.12,7,16,2,13,6.0,0,0,16.6,0,47.67,6.12,0.667,1,0.0261,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1053,5.0,0.0,6,1,1,0,8.0,0,0,35.1,0,27.5,0.0,0.333,1,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
67,10.0,477.37,4,8,2,10,5.0,0,0,2.2,1,28.67,53.04,0.667,1,0.1471,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
384,1.0,29.1,12,1,2,3,4.0,0,0,12.8,0,29.5,14.55,0.667,2,0.0078,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
652,2.0,0.0,8,19,0,13,0.0,1,0,21.7,1,41.83,0.0,0.0,1,0.0199,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
568,2.0,107.97,12,4,1,19,4.0,0,0,18.9,0,34.0,21.59,0.333,2,0.0334,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
849,1.0,99.74,4,14,2,19,8.0,1,0,28.3,1,43.67,6.65,0.667,1,0.0224,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1100,2.0,34.23,6,14,0,5,7.0,0,0,36.7,0,45.0,2.28,0.0,1,0.0045,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
942,1.0,27.32,11,9,1,10,7.0,0,0,31.4,0,45.83,2.73,0.333,2,0.0106,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
355,10.0,134.82,8,9,5,18,10.0,0,0,11.8,1,46.83,13.48,1.667,1,0.0506,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1440,500.0,0.0,3,17,4,0,6.0,0,0,48.0,0,42.5,0.0,1.333,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1292,10.0,423.87,7,15,1,11,6.0,0,0,43.1,0,46.17,26.49,0.333,1,0.0085,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1394,5.0,468.25,11,10,1,21,6.0,0,0,46.5,0,45.33,42.57,0.333,2,0.0151,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1402,10.0,115.46,6,17,2,5,6.0,0,0,46.7,1,47.5,6.41,0.667,1,0.0036,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
213,10.0,0.0,5,9,1,7,5.0,0,0,7.1,1,31.83,0.0,0.333,1,0.0327,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
434,25.0,91.54,6,4,3,14,8.0,0,0,14.5,1,32.0,18.31,1.0,1,0.0322,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
769,10.0,0.0,4,14,0,0,8.0,0,0,25.6,1,43.67,0.0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1319,10.0,0.0,5,3,1,5,9.0,1,0,44.0,0,30.83,0.0,0.333,1,0.0038,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
744,2.0,32.05,7,12,0,4,6.0,0,0,24.8,0,41.67,2.47,0.0,1,0.0054,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
770,5.0,21.22,2,1,0,0,8.0,0,0,25.7,0,20.83,10.61,0.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1209,2.0,124.61,5,1,1,2,8.0,0,0,40.3,1,25.83,62.3,0.333,1,0.0017,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
828,1.0,87.44,7,13,3,6,10.0,0,0,27.6,1,51.17,6.25,1.0,1,0.0072,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
880,2.0,79.82,8,14,1,2,6.0,0,0,29.3,0,46.33,5.32,0.333,1,0.0023,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
562,5.0,34.19,6,16,0,11,10.0,0,0,18.7,0,54.0,2.01,0.0,1,0.0195,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
534,10.0,30.67,20,7,0,7,8.0,1,0,17.8,0,59.83,3.83,0.0,2,0.0131,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1395,100.0,36.39,18,10,1,0,7.0,0,0,46.5,0,59.0,3.31,0.333,2,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
915,2.0,526.43,10,15,2,3,0.0,0,0,30.5,0,39.17,32.9,0.667,2,0.0033,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
548,1.0,0.0,12,8,1,0,7.0,0,0,18.3,0,46.0,0.0,0.333,2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
727,50.0,117.32,5,11,1,5,7.0,0,0,24.2,0,38.83,9.78,0.333,1,0.0069,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
211,100.0,23.65,3,14,2,3,7.0,0,0,7.0,1,40.0,1.58,0.667,1,0.0142,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
500,5.0,33.78,13,13,2,13,5.0,0,0,16.7,0,51.17,2.41,0.667,2,0.0259,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1224,1.0,94.0,9,13,3,4,10.0,0,0,40.8,1,54.5,6.71,1.0,2,0.0033,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1358,5.0,28.91,15,9,3,5,6.0,0,0,45.3,1,50.5,2.89,1.0,2,0.0037,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
524,1.0,75.78,7,17,0,15,4.0,0,0,17.5,1,45.17,4.21,0.0,1,0.0286,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1423,50.0,503.24,3,18,2,7,7.0,0,0,47.4,0,46.0,26.49,0.667,1,0.0049,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
606,10.0,25.43,6,19,1,9,0.0,1,0,20.2,1,38.5,1.27,0.333,1,0.0148,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
89,2.0,19.9,8,13,3,22,7.0,0,0,3.0,0,46.83,1.42,1.0,1,0.2444,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
621,50.0,25.47,2,12,1,2,7.0,0,0,20.7,0,35.33,1.96,0.333,0,0.0032,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
895,10.0,382.16,3,8,2,54,6.0,0,0,29.8,1,29.0,42.46,0.667,1,0.0603,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
522,100.0,0.0,4,11,3,27,8.0,0,0,17.4,1,39.17,0.0,1.0,1,0.0516,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
792,500.0,100.08,6,7,1,4,3.0,1,0,26.4,0,26.5,12.51,0.333,1,0.005,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
665,1.0,110.07,8,1,1,26,9.0,0,0,22.2,1,32.83,55.04,0.333,1,0.039,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
87,1.0,81.85,8,10,4,16,10.0,0,0,2.9,0,48.33,7.44,1.333,1,0.1818,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
898,5.0,0.0,6,15,5,32,0.0,1,0,29.9,1,32.5,0.0,1.667,1,0.0356,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
58,5.0,102.5,14,4,1,14,9.0,0,0,1.9,1,47.33,20.5,0.333,2,0.2373,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
140,500.0,386.43,4,1,0,13,7.0,0,0,4.7,0,22.17,193.22,0.0,1,0.0922,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1176,10.0,0.0,6,11,2,0,7.0,0,0,39.2,0,40.5,0.0,0.667,1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1360,1.0,0.0,15,5,3,7,5.0,0,0,45.3,1,42.5,0.0,1.0,2,0.0051,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1314,1.0,507.21,1,19,2,2,6.0,0,0,43.8,1,42.17,25.36,0.667,0,0.0015,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1435,25.0,0.0,3,19,3,4,7.0,0,0,47.8,1,47.5,0.0,1.0,1,0.0028,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1324,10.0,85.57,4,4,1,46,4.0,1,0,44.1,1,20.67,17.11,0.333,1,0.0347,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
464,5.0,30.01,5,2,1,1,4.0,0,0,15.5,1,19.33,10.0,0.333,1,0.0022,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1358,5.0,0.0,7,7,1,15,5.0,1,0,45.3,0,32.17,0.0,0.333,1,0.011,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
996,10.0,86.09,14,13,0,2,7.0,0,0,33.2,1,56.83,6.15,0.0,2,0.002,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
228,50.0,23.63,6,12,2,0,10.0,0,0,7.6,0,48.0,1.82,0.667,1,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1428,2.0,29.41,5,2,1,8,7.0,0,0,47.6,1,25.33,9.8,0.333,1,0.0056,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
272,2.0,26.6,4,9,2,2,7.0,0,0,9.1,1,34.17,2.66,0.667,1,0.0073,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1050,10.0,41.7,3,16,0,40,7.0,0,0,35.0,1,43.0,2.45,0.0,1,0.0381,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1289,50.0,0.0,11,8,2,2,6.0,1,0,43.0,1,42.33,0.0,0.667,2,0.0016,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
444,2.0,21.98,9,18,2,2,0.0,1,0,14.8,0,42.0,1.16,0.667,2,0.0045,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
543,2.0,583.9,14,4,1,0,7.0,0,0,18.1,1,43.33,116.78,0.333,2,0.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
180,2.0,31.6,7,11,1,4,3.0,0,0,6.0,0,34.17,2.63,0.333,1,0.0221,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
388,2.0,111.34,10,17,3,0,9.0,0,0,12.9,1,60.17,6.19,1.0,2,0.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
288,1.0,26.05,3,8,1,8,7.0,0,0,9.6,0,31.0,2.89,0.333,1,0.0277,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1050,10.0,107.28,21,19,2,8,9.0,0,0,35.0,0,81.5,5.36,0.667,3,0.0076,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1202,2.0,0.0,7,8,0,0,10.0,0,0,40.1,0,43.67,0.0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
366,10.0,464.14,6,6,3,3,10.0,0,0,12.2,0,39.0,66.31,1.0,1,0.0082,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
284,1.0,26.82,4,2,3,21,7.0,0,0,9.5,1,23.67,8.94,1.0,1,0.0737,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
15,1.0,0.0,9,15,0,7,10.0,0,0,0.5,1,57.5,0.0,0.0,2,0.4375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
859,5.0,0.0,5,1,2,6,9.0,0,0,28.6,1,27.83,0.0,0.667,1,0.007,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
918,5.0,0.0,5,6,0,14,7.0,0,0,30.6,0,31.33,0.0,0.0,1,0.0152,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
328,2.0,25.58,9,19,1,15,2.0,1,0,10.9,0,47.5,1.28,0.333,2,0.0456,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
964,25.0,27.63,6,4,2,17,4.0,0,0,32.1,1,24.0,5.53,0.667,1,0.0176,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
103,5.0,121.47,7,13,0,21,10.0,0,0,3.4,0,51.17,8.68,0.0,1,0.2019,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
208,5.0,29.75,8,15,2,3,4.0,0,0,6.9,1,43.83,1.86,0.667,1,0.0144,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
835,10.0,0.0,9,9,0,0,3.0,1,0,27.8,0,34.5,0.0,0.0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
365,50.0,103.53,3,3,1,5,6.0,0,0,12.2,1,21.5,25.88,0.333,1,0.0137,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
360,5.0,90.79,9,2,2,23,10.0,0,0,12.0,1,38.0,30.26,0.667,2,0.0637,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1311,5.0,0.0,10,16,0,0,7.0,1,0,43.7,1,54.67,0.0,0.0,2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
144,10.0,0.0,3,18,1,10,7.0,0,0,4.8,1,46.0,0.0,0.333,1,0.069,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
724,2.0,0.0,7,18,1,14,6.0,1,0,24.1,1,50.67,0.0,0.333,1,0.0193,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
255,5.0,81.79,3,6,2,7,4.0,0,0,8.5,1,22.0,11.68,0.667,1,0.0273,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
994,2.0,115.35,5,18,1,3,7.0,0,0,33.1,1,49.33,6.07,0.333,1,0.003,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
154,25.0,32.64,4,11,3,4,8.0,0,0,5.1,0,39.17,2.72,1.0,1,0.0258,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
893,2.0,99.66,6,7,0,0,6.0,0,0,29.8,1,32.5,12.46,0.0,1,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1446,500.0,113.34,7,14,0,4,6.0,1,0,48.2,1,44.67,7.56,0.0,1,0.0028,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
140,2.0,26.13,6,18,1,0,4.0,1,0,4.7,1,45.0,1.38,0.333,1,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1328,50.0,98.31,3,7,0,15,5.0,0,0,44.3,1,25.5,12.29,0.0,1,0.0113,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
995,5.0,0.0,0,10,0,27,8.0,1,0,33.2,0,31.0,0.0,0.0,0,0.0271,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
74,2.0,0.0,4,8,1,12,7.0,0,0,2.5,1,32.67,0.0,0.333,1,0.16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
74,2.0,33.54,8,14,0,12,1.0,0,0,2.5,0,36.33,2.24,0.0,1,0.16,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
624,50.0,0.0,13,18,1,7,3.0,1,0,20.8,1,54.67,0.0,0.333,2,0.0112,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
539,2.0,28.38,8,5,0,2,6.0,0,0,18.0,0,32.83,4.73,0.0,1,0.0037,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
807,2.0,286.85,15,14,3,0,10.0,0,0,26.9,0,66.0,19.12,1.0,2,0.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1033,1.0,0.0,3,10,2,5,6.0,0,0,34.4,1,32.0,0.0,0.667,1,0.0048,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
982,100.0,0.0,13,15,2,16,7.0,0,0,32.7,1,58.17,0.0,0.667,2,0.0163,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
480,2.0,40.38,4,6,3,38,6.0,0,0,16.0,1,27.67,5.77,1.0,1,0.079,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
363,2.0,558.29,5,9,1,6,7.0,0,0,12.1,1,35.83,55.83,0.333,1,0.0165,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
306,100.0,31.59,0,10,0,5,7.0,0,0,10.2,0,29.0,2.87,0.0,0,0.0163,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
309,50.0,26.35,15,17,0,7,7.0,0,0,10.3,0,64.5,1.46,0.0,2,0.0226,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1328,2.0,0.0,8,1,2,6,8.0,1,0,44.3,1,30.83,0.0,0.667,1,0.0045,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
740,50.0,0.0,5,14,1,11,7.0,0,0,24.7,1,43.33,0.0,0.333,1,0.0148,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1377,2.0,592.42,9,4,1,15,4.0,0,0,45.9,1,29.0,118.48,0.333,2,0.0109,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
659,1.0,437.0,7,2,2,18,3.0,0,0,22.0,1,20.67,145.67,0.667,1,0.0273,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
817,25.0,0.0,6,3,0,12,7.0,0,0,27.2,1,28.5,0.0,0.0,1,0.0147,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
165,25.0,466.75,16,7,2,6,7.0,0,0,5.5,1,51.17,58.34,0.667,2,0.0361,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
949,2.0,101.15,7,14,2,35,10.0,0,0,31.6,1,52.67,6.74,0.667,1,0.0368,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1291,1.0,112.07,3,12,0,14,6.0,0,0,43.0,1,35.0,8.62,0.0,1,0.0108,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1253,2.0,28.54,13,19,3,6,8.0,0,0,41.8,1,66.17,1.43,1.0,2,0.0048,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
350,5.0,29.08,4,18,1,7,2.0,0,0,11.7,1,37.67,1.53,0.333,1,0.0199,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
559,100.0,32.97,3,15,2,20,9.0,0,0,18.6,1,45.5,2.06,0.667,1,0.0357,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1314,2.0,89.82,5,1,1,6,7.0,0,0,43.8,0,23.83,44.91,0.333,1,0.0046,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1339,25.0,0.0,2,3,0,8,7.0,0,0,44.6,0,21.83,0.0,0.0,0,0.006,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
438,2.0,0.0,5,15,4,4,3.0,1,0,14.6,0,36.83,0.0,1.333,1,0.0091,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1355,10.0,25.17,1,4,2,21,0.0,1,0,45.2,0,7.67,5.03,0.667,0,0.0155,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
262,5.0,105.58,3,15,2,8,8.0,0,0,8.7,0,43.5,6.6,0.667,1,0.0304,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
430,10.0,0.0,2,10,1,9,2.0,1,0,14.3,1,22.33,0.0,0.333,0,0.0209,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1343,2.0,100.99,2,6,0,25,3.0,0,0,44.8,1,18.33,14.43,0.0,0,0.0186,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1338,5.0,485.53,5,13,2,30,4.0,0,0,44.6,0,35.83,34.68,0.667,1,0.0224,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
21,2.0,0.0,3,7,0,20,7.0,0,0,0.7,1,29.5,0.0,0.0,1,0.9091,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
915,5.0,104.06,14,1,1,0,8.0,0,0,30.5,1,40.83,52.03,0.333,2,0.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
920,25.0,38.01,0,11,1,7,6.0,0,0,30.7,0,28.5,3.17,0.333,0,0.0076,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
275,5.0,96.64,13,14,2,5,5.0,0,0,9.2,0,52.67,6.44,0.667,2,0.0181,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
79,5.0,0.0,7,6,1,2,6.0,0,0,2.6,1,32.67,0.0,0.333,1,0.025,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22,5.0,122.87,13,5,0,28,9.0,0,0,0.7,1,47.17,20.48,0.0,2,1.2174,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
362,25.0,112.15,6,19,1,26,7.0,0,0,12.1,1,52.5,5.61,0.333,1,0.0716,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
912,5.0,524.16,8,19,3,7,7.0,0,0,30.4,1,55.83,26.21,1.0,1,0.0077,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1340,1.0,94.42,3,13,0,1,7.0,0,0,44.7,0,38.5,6.74,0.0,1,0.0007,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
327,5.0,28.0,6,7,1,0,5.0,0,0,10.9,1,30.5,3.5,0.333,1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
646,100.0,128.29,7,8,1,6,7.0,0,0,21.5,1,37.67,14.25,0.333,1,0.0093,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
842,1.0,98.08,11,14,0,0,7.0,1,0,28.1,1,53.33,6.54,0.0,2,0.0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
138,5.0,19.22,6,19,2,11,7.0,0,0,4.6,0,52.5,0.96,0.667,1,0.0791,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1299,10.0,0.0,7,19,1,11,5.0,1,0,43.3,1,50.17,0.0,0.333,1,0.0085,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
742,1.0,668.73,2,12,1,27,7.0,0,0,24.7,0,35.33,51.44,0.333,0,0.0363,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1445,2.0,98.65,11,9,0,2,10.0,0,0,48.2,1,51.83,9.86,0.0,2,0.0014,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
777,100.0,118.18,10,14,0,5,9.0,0,0,25.9,1,55.67,7.88,0.0,2,0.0064,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
